DocNo	DocDate	AgentID	AdjType	Location	BinNo	ItemNo	UOM	Qty	FromDate	ToDate	Reason	Status	
MDO0012719	02-10-2024 06:31:25	ADMIN	-ve Adjustment	FREEZER	FL204.03.09	RMVEBROCOLI	PKT	168	01-10-2024 00:00:00	18-10-2024 00:00:00	Inventory Misplaced	Confirmed	
MDO0012719	02-10-2024 06:31:25	ADMIN	-ve Adjustment	FREEZER	FL204.03.09	RMVEBROCOLI	PKT	168	01-10-2024 00:00:00	18-10-2024 00:00:00	Inventory Misplaced	Confirmed	
MDO0012719	02-10-2024 06:31:25	ADMIN	-ve Adjustment	FREEZER	FL204.04.09	RMVEBROCOLI	PKT	168	01-10-2024 00:00:00	18-10-2024 00:00:00	Inventory Misplaced	Confirmed	
MDO0012719	02-10-2024 06:31:25	ADMIN	-ve Adjustment	FREEZER	FL204.04.09	RMVEBROCOLI	PKT	168	01-10-2024 00:00:00	18-10-2024 00:00:00	Inventory Misplaced	Confirmed	
MDO0012719	02-10-2024 06:31:25	ADMIN	-ve Adjustment	FREEZER	FL204.05.09	RMVEBROCOLI	PKT	168	01-10-2024 00:00:00	18-10-2024 00:00:00	Inventory Misplaced	Confirmed	
MDO0012719	02-10-2024 06:31:25	ADMIN	-ve Adjustment	FREEZER	FL204.05.09	RMVEBROCOLI	PKT	168	01-10-2024 00:00:00	18-10-2024 00:00:00	Inventory Misplaced	Confirmed	
MDO0012734	07-10-2024 01:01:58	ADMIN	-ve Adjustment	DRY	BLK02.03.15	SAMENTAI500ML	PKT	36	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012734	07-10-2024 01:01:58	ADMIN	-ve Adjustment	DRY	BLK06.02.01	SAMENTAI500ML	PKT	11	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012737	09-10-2024 01:13:30	ADMIN	-ve Adjustment	DRY	BLK01.02.41	SATHSOYSA700	BTL	12	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012779	18-10-2024 01:19:50	ADMIN	-ve Adjustment	DRY	BLK03.02.55	SUSFINRSI0005	PKT	8	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012779	18-10-2024 01:19:50	ADMIN	-ve Adjustment	DRY	BLK03.02.66	SUSFINRSI0005	PKT	1	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012742	11-10-2024 01:45:06	ADMIN	-ve Adjustment	AIRCON	5M03.01.01	UNMMAC000CP	TUB	3	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012743	11-10-2024 01:46:47	ADMIN	-ve Adjustment	AIRCON	5M03.01.05	UNMMAC000HR	TUB	3	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	XA69918619	PKT	10	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	XA69919175	PKT	10	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	XE67053380	OUT	24	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	XE67053380	OUT	48	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	XE67053380	OUT	528	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	XE67053380	OUT	24	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	XE67549291	OUT	8	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	XE67550345	BOX	4	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	XVLEMON325ML	CAN	336	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	Z72400005	PKT	4	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	Z72400007	PKT	30	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	Z72400012	EAC	120	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012718	02-10-2024 01:57:25	ADMIN	-ve Adjustment	DRY	BLK04.01.20	ZASABBQS1000	PKT	1	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012718	02-10-2024 01:57:25	ADMIN	-ve Adjustment	DRY	RECEIVING	ZASABBQS1000	PKT	8	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012736	08-10-2024 01:17:35	ADMIN	-ve Adjustment	DRY	RECEIVING	ZBCNCHSKN1000	BTL	12	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZBMAYCBF3000	TUB	5	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012741	11-10-2024 01:06:18	ADMIN	-ve Adjustment	DRY	RECEIVING	ZBTPAKN4500	TIN	79	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012734	07-10-2024 01:01:58	ADMIN	-ve Adjustment	DRY	RECEIVING	ZBTPAKN4500	TIN	79	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZCBEVOR1L	PKT	48	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZCBEVOR1L	PKT	24	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZCOIRED100G	PKT	300	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZCPMV5S	PKT	12	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZCTEM-CG-CH12P00220-R00	PKT	12	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZCTEM-CG-GC12P00250-R00	PKT	12	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZCTEM-CG-HA12P00250-R00	PKT	71	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012745	11-10-2024 08:34:36	ADMIN	-ve Adjustment	FREEZER	FL207.01.08	ZF115595	EAC	20	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012729	03-10-2024 06:22:23	ADMIN	-ve Adjustment	FREEZER	FL207.01.08	ZF121251	PKT	62	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012729	03-10-2024 06:22:23	ADMIN	-ve Adjustment	FREEZER	FRECEIVING	ZF121251	PKT	27	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012729	03-10-2024 06:22:23	ADMIN	-ve Adjustment	CHILLER	CH05.02.04	ZF122310	PKT	24	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012771	17-10-2024 07:54:16	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHKTD	BTL	768	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012767	17-10-2024 07:47:22	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHKTD	BTL	288	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012769	17-10-2024 07:51:38	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHKTD	BTL	288	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012771	17-10-2024 07:54:16	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHRBG	EAC	1704	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012767	17-10-2024 07:47:22	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHRBG	EAC	192	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012767	17-10-2024 07:47:22	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHRBG	EAC	1272	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012767	17-10-2024 07:47:22	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHRBG	EAC	2592	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012780	18-10-2024 05:40:34	ADMIN	-ve Adjustment	DRY	RECEIVING	ZHRBG	EAC	1296	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Not Confirmed	
MDO0012769	17-10-2024 07:51:38	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHRBG	EAC	24	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012749	15-10-2024 07:24:53	ADMIN	-ve Adjustment	DAMAGE	DAMAGEBIN	ZHRBG	EAC	12	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012773	17-10-2024 07:58:43	ADMIN	-ve Adjustment	DRY	BLK07.01.58	ZHRBP	BTL	72	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012767	17-10-2024 07:47:22	ADMIN	-ve Adjustment	DRY	BLK07.01.58	ZHRBP	BTL	18	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012767	17-10-2024 07:47:22	ADMIN	-ve Adjustment	DRY	L3TRANSFERBIN	ZHRBSAM250ML	EAC	642	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012767	17-10-2024 07:47:22	ADMIN	-ve Adjustment	DRY	RECEIVING	ZHRBSAM250ML	EAC	22	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012769	17-10-2024 07:51:38	ADMIN	-ve Adjustment	DRY	RECEIVING	ZHRBSAM250ML	EAC	24	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012769	17-10-2024 07:51:38	ADMIN	-ve Adjustment	DRY	RECEIVING	ZHRBSAM250ML	EAC	1848	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012771	17-10-2024 07:54:16	ADMIN	-ve Adjustment	DRY	RECEIVING	ZHRBSAM250ML	EAC	840	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012771	17-10-2024 07:54:16	ADMIN	-ve Adjustment	DRY	RECEIVING	ZHRBSAM250ML	EAC	2280	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012769	17-10-2024 07:51:38	ADMIN	-ve Adjustment	DRY	BLK07.02.53	ZHRBX	BTL	1872	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012771	17-10-2024 07:54:16	ADMIN	-ve Adjustment	DRY	BLK07.02.53	ZHRBX	BTL	1512	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012767	17-10-2024 07:47:22	ADMIN	-ve Adjustment	DRY	RECEIVING	ZHRBX	BTL	168	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO18625601	EAC	96	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO18625608	EAC	96	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO18625610	EAC	96	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO18625610	EAC	576	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811101	EAC	99	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811101	EAC	99	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811101	EAC	99	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811101	EAC	99	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811101	EAC	99	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811101	EAC	99	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811101	EAC	99	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811101	EAC	99	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811101	EAC	100	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811101	EAC	500	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811101	EAC	300	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012748	14-10-2024 09:19:51	ADMIN	-ve Adjustment	DRY	RECEIVING	ZO88811514	EAC	400	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811523	EAC	100	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZO88811523	EAC	1000	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZPI79497S	EAC	50	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012735	07-10-2024 01:16:50	ADMIN	-ve Adjustment	FSTransit	FSBIN	ZW1303400102	BTL	132	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2010D	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2011D	ZW1816100517	OUT	474	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2011F	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2012F	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2013D	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2015F	ZW1816100517	OUT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	204D	ZW1816100517	OUT	408	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2013E	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2013F	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2014D	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2016E	ZW1816100750	PKT	180	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	2016F	ZW1816100750	PKT	60	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	208D	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	209D	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
MDO0012717	01-10-2024 08:24:37	ADMIN	-ve Adjustment	DRY	BLK07.04.05	ZW1816100750	PKT	480	01-10-2024 00:00:00	18-10-2024 00:00:00	(MINUS)Cycle Count Adjustment	Confirmed	
